Poder,Poder_texto,Poder_orden,Poder_imagen,Jurisdiccion,Jurisdiccion_texto,Jurisdiccion_orden,Jurisdiccion_imagen,Administracion,Administracion_texto,Administracion_imagen,Nivel1,Nivel1_texto,Nivel1_imagen,Nivel2,Nivel2_texto,Nivel2_imagen,Nivel3,Nivel3_texto,Nivel3_imagen,Mes,Devengado Anterior,Sancionado,Presupuestado,Comprometido,Devengado,Pagado,Leyenda_Fecha_Act,Cod. Ejercicio Presupuestario
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINJUS - Ministerio de Justicia y Derechos Humanos,,5,quien/MINJUS.jpg,ADM CTRAL MINJUS - Administración Central del Ministerio de Justicia y DDHH,,quien/adm_ctral.svg,SECJUS - Secretaría de Justicia,,quien/SECJUS.jpg,Programa 18 - Politica e Infraestructura Penitenciaria,,quien/default.jpg,,,,12,"490,47794416","601,22021","882,95027","378,02877596","219,95999885","171,55907534",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINJUS - Ministerio de Justicia y Derechos Humanos,,5,quien/MINJUS.jpg,ADM CTRAL MINJUS - Administración Central del Ministerio de Justicia y DDHH,,quien/adm_ctral.svg,SECJUS - Secretaría de Justicia,,quien/SECJUS.jpg,Programa 23 - Asistencia Juridica y Relaciones con el Poder Judicial,,quien/default.jpg,,,,12,"43,96440727","92,004991","90,949302","72,13638529","59,04432329","58,13980576",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINJUS - Ministerio de Justicia y Derechos Humanos,,5,quien/MINJUS.jpg,ADM CTRAL MINJUS - Administración Central del Ministerio de Justicia y DDHH,,quien/adm_ctral.svg,SECJUS - Secretaría de Justicia,,quien/SECJUS.jpg,Programa 4 - Actividad Comun a los Programas 18 y 23,,quien/default.jpg,,,,12,"33,08575303","29,794413","48,520277","13,44447337","10,59637737","10,43237561",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINJUS - Ministerio de Justicia y Derechos Humanos,,5,quien/MINJUS.jpg,ADM CTRAL MINJUS - Administración Central del Ministerio de Justicia y DDHH,,quien/adm_ctral.svg,SPF - Servicio Penitenciario Federal,,quien/SPF.jpg,,,,,,,12,"5234,4808096","201,923937","8334,303099","7457,7268409","7417,34897313","6850,78895634",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINJUS - Ministerio de Justicia y Derechos Humanos,,5,quien/MINJUS.jpg,ADM CTRAL MINJUS - Administración Central del Ministerio de Justicia y DDHH,,quien/adm_ctral.svg,UNIDAD MTRO MINJUS - Unidad Ministro de Justicia y DDHH,,quien/MINJUS.jpg,Programa 1 - Actividades Centrales,,quien/default.jpg,,,,12,"255,39890237","404,498226","518,516342","426,59564082","381,84359252","369,41936621",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINJUS - Ministerio de Justicia y Derechos Humanos,,5,quien/MINJUS.jpg,ADM CTRAL MINJUS - Administración Central del Ministerio de Justicia y DDHH,,quien/adm_ctral.svg,UNIDAD MTRO MINJUS - Unidad Ministro de Justicia y DDHH,,quien/MINJUS.jpg,Programa 32 - Proteccion de Victimas de Violencias,,quien/default.jpg,,,,12,"34,41221594","47,521965","50,550653","50,35913356","43,21168263","42,36701104",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINJUS - Ministerio de Justicia y Derechos Humanos,,5,quien/MINJUS.jpg,ADM CTRAL MINJUS - Administración Central del Ministerio de Justicia y DDHH,,quien/adm_ctral.svg,UNIDAD MTRO MINJUS - Unidad Ministro de Justicia y DDHH,,quien/MINJUS.jpg,Programa 36 - Fortalecimiento de Procesos Judiciales contra Delitos de Lesa Humanidad,,quien/default.jpg,,,,12,"7,51397533","24,815064","21,496691","9,74368536","9,09563636","9,04153878",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINJUS - Ministerio de Justicia y Derechos Humanos,,5,quien/MINJUS.jpg,ADM DESC MINJUS - Administración Descentralizada del Ministerio de Justicia y DDHH,,quien/adm_desc.svg,CIPDH - Centro Internacional para la Promocion de los Derechos Humanos,,quien/CIPDH.jpg,CIPDDHH - Centro Internacional para la Promocion de los Derechos Humanos,,quien/CIPDDHH.jpg,Programa 16 - Promocion Internacional de los Derechos Humanos,,,12,"4,33567441","12,207725","12,345425","9,94026209","8,81808773","8,45359543",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINJUS - Ministerio de Justicia y Derechos Humanos,,5,quien/MINJUS.jpg,ADM DESC MINJUS - Administración Descentralizada del Ministerio de Justicia y DDHH,,quien/adm_desc.svg,"INADI - Instituto Nacional contra la Discriminación, la Xenofobia y el Racismo",,quien/INADI.jpg,"Programa 16 - Acciones contra la Discriminacion, la Xenofobia y el Racismo",,quien/default.jpg,,,,12,"96,71913189","115,192","117,192","105,08166786","99,93120456","99,61776458",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINJUS - Ministerio de Justicia y Derechos Humanos,,5,quien/MINJUS.jpg,ADM DESC MINJUS - Administración Descentralizada del Ministerio de Justicia y DDHH,,quien/adm_desc.svg,UIF - Unidad de Información Finaciera,,quien/UIF.jpg,Programa 37 - Prevencion del Lavado de Activos,,quien/default.jpg,,,,12,"68,50926427","85,406801","106,271101","96,82237383","92,18476064","82,35468988",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSEG - Ministerio de Seguridad,,6,quien/MINSEG.jpg,ADM CTRAL MINSEG - Administración Central del Ministerio de Seguridad,,quien/adm_ctral.svg,GNA - Gendarmería Nacional,,quien/GNA.jpg,DGOP - Dirección General de Operaciones,,quien/DGOP.jpg,Programa 49 - Operaciones Complementarias de Seguridad Interior,,,12,"3046,45467066","3927,546641","4418,738114","4078,3974088","4035,76223955","3798,64434701",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSEG - Ministerio de Seguridad,,6,quien/MINSEG.jpg,ADM CTRAL MINSEG - Administración Central del Ministerio de Seguridad,,quien/adm_ctral.svg,GNA - Gendarmería Nacional,,quien/GNA.jpg,DGOP - Dirección General de Operaciones,,quien/DGOP.jpg,Programa 48 - Seguridad en Fronteras,,,12,"4500,79741887","5236,134596","6622,81697","5941,53169858","5845,28169267","5571,49167165",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSEG - Ministerio de Seguridad,,6,quien/MINSEG.jpg,ADM CTRAL MINSEG - Administración Central del Ministerio de Seguridad,,quien/adm_ctral.svg,GNA - Gendarmería Nacional,,quien/GNA.jpg,DGPER - Dirección General de Personal,,quien/default.jpg,Programa 42 - Asistencia Sanitaria de la Gendarmeria Nacional,,,12,"653,13747104","643,424649","673,958312","630,86016243","618,06307178","611,82976103",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSEG - Ministerio de Seguridad,,6,quien/MINSEG.jpg,ADM CTRAL MINSEG - Administración Central del Ministerio de Seguridad,,quien/adm_ctral.svg,GNA - Gendarmería Nacional,,quien/GNA.jpg,DGPER - Dirección General de Personal,,quien/default.jpg,Programa 41 - Formacion y Capacitacion de la Gendarmeria Nacional,,,12,"1992,84275382","1888,694458","2274,498906","2077,02997067","2068,18114433","1929,26467994",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSEG - Ministerio de Seguridad,,6,quien/MINSEG.jpg,ADM CTRAL MINSEG - Administración Central del Ministerio de Seguridad,,quien/adm_ctral.svg,GNA - Gendarmería Nacional,,quien/GNA.jpg,DGPER - Dirección General de Personal,,quien/default.jpg,Programa 43 - Pasividades de la Gendarmeria Nacional,,,12,"1565,51591866","1917,2","2254,6064","1840,3295557","1840,3295557","1840,3295557",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSEG - Ministerio de Seguridad,,6,quien/MINSEG.jpg,ADM CTRAL MINSEG - Administración Central del Ministerio de Seguridad,,quien/adm_ctral.svg,GNA - Gendarmería Nacional,,quien/GNA.jpg,"DIOPS - Dirección de Operaciones para la Seguridad, Defensa y Cooperación Internacional",,quien/default.jpg,Programa 44 - Misiones Humanitarias y de Paz para Organismos Internacionales,,,12,"16,649361","36,877412","33,769568","10,81042149","9,97066886","9,43809969",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSEG - Ministerio de Seguridad,,6,quien/MINSEG.jpg,ADM CTRAL MINSEG - Administración Central del Ministerio de Seguridad,,quien/adm_ctral.svg,GNA - Gendarmería Nacional,,quien/GNA.jpg,GNA - Gendarmería Nacional,,quien/GNA.jpg,Programa 1 - Actividades Centrales,,,12,"2204,96189273","1882,282998","2366,075694","2113,81743801","2076,50177052","2000,19713145",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSEG - Ministerio de Seguridad,,6,quien/MINSEG.jpg,ADM CTRAL MINSEG - Administración Central del Ministerio de Seguridad,,quien/adm_ctral.svg,PFA - Policía Federal Argentina,,quien/PFA.jpg,DGI - Dirección General de Instrucción,,quien/default.jpg,Programa 23 - Formacion y Capacitacion de la Policia Federal Argentina,,,12,"741,3014963","921,862","1007,132","905,02405383","869,70105197","869,70105197",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSEG - Ministerio de Seguridad,,6,quien/MINSEG.jpg,ADM CTRAL MINSEG - Administración Central del Ministerio de Seguridad,,quien/adm_ctral.svg,PFA - Policía Federal Argentina,,quien/PFA.jpg,DGSP - Dirección General de Sanidad Policial,,quien/default.jpg,Programa 22 - Asistencia Sanitaria de la Policia Federal Argentina,,,12,"704,90904307","800,847","967,712","854,63449921","820,1424581","818,1424581",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSEG - Ministerio de Seguridad,,6,quien/MINSEG.jpg,ADM CTRAL MINSEG - Administración Central del Ministerio de Seguridad,,quien/adm_ctral.svg,PFA - Policía Federal Argentina,,quien/PFA.jpg,JPFA - Jefatura de la Policía Federal Argentina,,quien/default.jpg,,,,12,"12868,03181823","3220,195751","17294,126407","15568,75886582","14744,49216845","14524,75825373",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSEG - Ministerio de Seguridad,,6,quien/MINSEG.jpg,ADM CTRAL MINSEG - Administración Central del Ministerio de Seguridad,,quien/adm_ctral.svg,PFA - Policía Federal Argentina,,quien/PFA.jpg,SFB - Superintendencia Federal de Bomberos,,quien/default.jpg,Programa 30 - Servicio de Bomberos,,,12,"790,55767067","920,658078","1069,508078","961,87158487","906,26808761","898,84031502",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSEG - Ministerio de Seguridad,,6,quien/MINSEG.jpg,ADM CTRAL MINSEG - Administración Central del Ministerio de Seguridad,,quien/adm_ctral.svg,PNA - Prefectura Naval Argentina,,quien/PNA.jpg,DEPSAN - Departamento de Sanidad,,quien/default.jpg,Programa 36 - Atencion Sanitaria de la Prefectura Naval Argentina,,,12,"169,59639674","274,778009","289,778009","280,56038999","279,57448423","275,59277661",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSEG - Ministerio de Seguridad,,6,quien/MINSEG.jpg,ADM CTRAL MINSEG - Administración Central del Ministerio de Seguridad,,quien/adm_ctral.svg,PNA - Prefectura Naval Argentina,,quien/PNA.jpg,DIC - Dirección de Informática y Comunicaciones,,quien/DIC.jpg,Programa 41 - Servicio de Informatica y Comunicaciones para la Navegacion,,,12,"175,20966603","204,053771","307,100291","284,32794271","269,48856166","260,83382422",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSEG - Ministerio de Seguridad,,6,quien/MINSEG.jpg,ADM CTRAL MINSEG - Administración Central del Ministerio de Seguridad,,quien/adm_ctral.svg,PNA - Prefectura Naval Argentina,,quien/PNA.jpg,DIED - Dirección de Educación,,quien/DIED.jpg,Programa 37 - Formacion y Capacitacion Profesional de la Prefectura Naval Argentina,,,12,"363,80112182","604,958375","687,927675","643,36018967","617,04642955","598,40747767",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSEG - Ministerio de Seguridad,,6,quien/MINSEG.jpg,ADM CTRAL MINSEG - Administración Central del Ministerio de Seguridad,,quien/adm_ctral.svg,PNA - Prefectura Naval Argentina,,quien/PNA.jpg,DIOP - Dirección de Operaciones,,quien/DIOP.jpg,Programa 40 - Operaciones Complementarias de Seguridad Interior,,,12,"532,12591333","895,259534","867,649534","771,48717233","771,45530233","747,7659498",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSEG - Ministerio de Seguridad,,6,quien/MINSEG.jpg,ADM CTRAL MINSEG - Administración Central del Ministerio de Seguridad,,quien/adm_ctral.svg,PNA - Prefectura Naval Argentina,,quien/PNA.jpg,DIOP - Dirección de Operaciones,,quien/DIOP.jpg,Programa 31 - Policia de Seguridad de la Navegacion,,,12,"3999,74771653","4479,782516","5805,771306","5039,24521194","4756,09110034","4491,75284796",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSEG - Ministerio de Seguridad,,6,quien/MINSEG.jpg,ADM CTRAL MINSEG - Administración Central del Ministerio de Seguridad,,quien/adm_ctral.svg,PNA - Prefectura Naval Argentina,,quien/PNA.jpg,DIPER - Dirección de Personal,,quien/DIPER.jpg,Programa 32 - Pasividades de la Prefectura Naval Argentina,,,12,"1158,18048491","1613,354468","1868,354468","1316,51361705","1316,51361705","1316,24500905",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSEG - Ministerio de Seguridad,,6,quien/MINSEG.jpg,ADM CTRAL MINSEG - Administración Central del Ministerio de Seguridad,,quien/adm_ctral.svg,PNA - Prefectura Naval Argentina,,quien/PNA.jpg,DPSN - Dirección de Policía de Seguridad de la Navegación,,quien/DPSN.jpg,Programa 39 - Control y Servicio Tecnico de Seguridad de la Navegacion,,,12,"97,72417608","120,917643","140,617656","126,42833888","126,38744388","124,69428688",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSEG - Ministerio de Seguridad,,6,quien/MINSEG.jpg,ADM CTRAL MINSEG - Administración Central del Ministerio de Seguridad,,quien/adm_ctral.svg,PNA - Prefectura Naval Argentina,,quien/PNA.jpg,PNA - Prefectura Naval Argentina,,quien/PNA.jpg,Programa 1 - Actividades Centrales,,,12,"1652,48023295","1525,328306","1488,698306","1432,90328219","1422,23216228","1375,49454343",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSEG - Ministerio de Seguridad,,6,quien/MINSEG.jpg,ADM CTRAL MINSEG - Administración Central del Ministerio de Seguridad,,quien/adm_ctral.svg,PSA - Policía de Seguridad Aeroportuaria,,quien/PSA.jpg,"CACC - Centro de Análisis, Comando y Control",,quien/default.jpg,Programa 23 - Seguridad Aeroportuaria,,,12,"988,13266567","1243,395804","1426,942452","1271,6701403","1215,64155173","1165,96364827",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSEG - Ministerio de Seguridad,,6,quien/MINSEG.jpg,ADM CTRAL MINSEG - Administración Central del Ministerio de Seguridad,,quien/adm_ctral.svg,PSA - Policía de Seguridad Aeroportuaria,,quien/PSA.jpg,ISSA - Instituto Superior de Seguridad Aeroportuaria,,quien/default.jpg,Programa 24 - Formacion y Capacitacion en Seguridad Aeroportuaria,,,12,"29,85098306","39,989533","48,189533","38,79317776","38,30598012","37,2668843",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSEG - Ministerio de Seguridad,,6,quien/MINSEG.jpg,ADM CTRAL MINSEG - Administración Central del Ministerio de Seguridad,,quien/adm_ctral.svg,PSA - Policía de Seguridad Aeroportuaria,,quien/PSA.jpg,PSA - Policía de Seguridad Aeroportuaria,,quien/PSA.jpg,Programa 1 - Actividades Centrales,,,12,"290,40362007","264,410777","454,693227","372,78435828","333,27778641","310,48254673",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSEG - Ministerio de Seguridad,,6,quien/MINSEG.jpg,ADM CTRAL MINSEG - Administración Central del Ministerio de Seguridad,,quien/adm_ctral.svg,"SECCOOP - Secretaría de Cooperación con los Poderes Judiciales, Ministerios Públicos y Legislaturas",,quien/SECCOOP.jpg,"Programa 42 - Acciones de Cooperacion con los Poderes Judiciales, Ministerios Publicos y Legislaturas",,quien/default.jpg,,,,12,"19,3507377","31,218192","33,977364","29,11962637","27,91686928","23,77746829",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSEG - Ministerio de Seguridad,,6,quien/MINSEG.jpg,ADM CTRAL MINSEG - Administración Central del Ministerio de Seguridad,,quien/adm_ctral.svg,SEGSEG - Secretaría de Seguridad,,quien/SEGSEG.jpg,"Programa 41 - Politicas de Seguridad, Participacion Ciudadana, Territorial, Investigacion del Delito Organizado y Lucha contra el Narcotrafico",,quien/default.jpg,,,,12,"132,36687492","227,200142","292,45599","180,29375129","176,93393328","154,0778285",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSEG - Ministerio de Seguridad,,6,quien/MINSEG.jpg,ADM CTRAL MINSEG - Administración Central del Ministerio de Seguridad,,quien/adm_ctral.svg,SSLOG - Subsecretaría de Logística,,quien/SSLOG.jpg,"Programa 38 - Acciones Inherentes a la Tecnologia, Equipamiento y Logistica de la Seguridad",,quien/default.jpg,,,,12,"664,19896689","867,075199","698,558847","665,94753056","585,90937997","536,23648685",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSEG - Ministerio de Seguridad,,6,quien/MINSEG.jpg,ADM CTRAL MINSEG - Administración Central del Ministerio de Seguridad,,quien/adm_ctral.svg,SSPLAN - Subsecretaría de Planeamiento y Formación,,quien/SSPLAN.jpg,Programa 44 - Acciones de Formacion y Capacitacion,,quien/default.jpg,,,,12,"9,67556168","13,938495","14,397104","13,53371187","13,30067759","11,92279906",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSEG - Ministerio de Seguridad,,6,quien/MINSEG.jpg,ADM CTRAL MINSEG - Administración Central del Ministerio de Seguridad,,quien/adm_ctral.svg,UNIDAD MTRO MINSEG - Unidad Ministro de Seguridad,,quien/MINSEG.jpg,,,,,,,12,"496,21202387","295,36013","936,174206","533,0289672","522,71991371","492,32266404",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSEG - Ministerio de Seguridad,,6,quien/MINSEG.jpg,ADM DESC MINSEG - Administración Descentralizada del Ministerio de Seguridad,,quien/adm_desc.svg,"CRJyPPFA - Caja de Retiros, Jubilaciones y Pensiones de la Policía Federal Argentina",,quien/default.jpg,Programa 18 - Administracion de Beneficios Previsionales,,quien/default.jpg,,,,12,"8580,02955195","9498,662","11898,662","10173,81410806","10171,10163166","9983,76016521",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINDEF - Ministerio de Defensa,,7,quien/MINDEF.jpg,ADM CTRAL MINDEF - Administración Central del Ministerio de Defensa,,quien/adm_ctral.svg,CITEDEF - Instituto de Investigaciones Científicas y Técnicas de las Fuerzas Armadas,,quien/CITEDEF.jpg,Programa 17 - Desarrollo Tecnologico para la Defensa,,quien/default.jpg,,,,12,"177,17345311","214,339357","219,896916","211,4907137","182,83192268","178,23485631",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINDEF - Ministerio de Defensa,,7,quien/MINDEF.jpg,ADM CTRAL MINDEF - Administración Central del Ministerio de Defensa,,quien/adm_ctral.svg,EMCO - Estado Mayor Conjunto de las Fuerzas Armadas,,quien/EMCO.jpg,COPERAL - Comando Operacional,,quien/COPERAL.jpg,Programa 21 - Planeamiento y Conduccion de Operaciones y de Adiestramiento Militar Conjunto,,,12,"9,91444582","17,940799","17,810239","10,27434308","9,31540743","8,47433403",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINDEF - Ministerio de Defensa,,7,quien/MINDEF.jpg,ADM CTRAL MINDEF - Administración Central del Ministerio de Defensa,,quien/adm_ctral.svg,EMCO - Estado Mayor Conjunto de las Fuerzas Armadas,,quien/EMCO.jpg,COPERAL - Comando Operacional,,quien/COPERAL.jpg,Programa 20 - Sosten Logistico Antartico,,,12,"555,1518174","173,510877","758,727222","607,45781641","298,07414525","128,33175199",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINDEF - Ministerio de Defensa,,7,quien/MINDEF.jpg,ADM CTRAL MINDEF - Administración Central del Ministerio de Defensa,,quien/adm_ctral.svg,EMCO - Estado Mayor Conjunto de las Fuerzas Armadas,,quien/EMCO.jpg,DISACON - Dirección de Sanidad Conjunta,,quien/DISACON.jpg,Programa 18 - Produccion de Medicamentos en Laboratorios Militares,,,12,"6,51789708","16,535622","16,535622","13,97590602","8,775895","8,47559651",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINDEF - Ministerio de Defensa,,7,quien/MINDEF.jpg,ADM CTRAL MINDEF - Administración Central del Ministerio de Defensa,,quien/adm_ctral.svg,EMCO - Estado Mayor Conjunto de las Fuerzas Armadas,,quien/EMCO.jpg,EMCFA - Estado Mayor Conjunto de las Fuerzas Armadas,,quien/EMCFA.jpg,Programa 1 - Actividades Centrales,,,12,"69,43253677","102,135338","105,285493","76,38973942","68,92117267","59,16181121",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINDEF - Ministerio de Defensa,,7,quien/MINDEF.jpg,ADM CTRAL MINDEF - Administración Central del Ministerio de Defensa,,quien/adm_ctral.svg,EMCO - Estado Mayor Conjunto de las Fuerzas Armadas,,quien/EMCO.jpg,EMCFA - Estado Mayor Conjunto de las Fuerzas Armadas,,quien/EMCFA.jpg,Programa 19 - Formacion y Capacitacion,,,12,"30,44543712","52,31064","52,37264","41,5230823","31,40652167","30,60665739",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINDEF - Ministerio de Defensa,,7,quien/MINDEF.jpg,ADM CTRAL MINDEF - Administración Central del Ministerio de Defensa,,quien/adm_ctral.svg,EMCO - Estado Mayor Conjunto de las Fuerzas Armadas,,quien/EMCO.jpg,EMCFA - Estado Mayor Conjunto de las Fuerzas Armadas,,quien/EMCFA.jpg,Programa 17 - Fuerzas de Paz,,,12,"215,56456396","353,508811","333,746824","179,94481091","165,33536016","129,94622044",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINDEF - Ministerio de Defensa,,7,quien/MINDEF.jpg,ADM CTRAL MINDEF - Administración Central del Ministerio de Defensa,,quien/adm_ctral.svg,EMCO - Estado Mayor Conjunto de las Fuerzas Armadas,,quien/EMCO.jpg,EMCFA - Estado Mayor Conjunto de las Fuerzas Armadas,,quien/EMCFA.jpg,Programa 16 - Planeamiento Militar Conjunto,,,12,"27,44478289","106,124913","94,138229","62,56705933","56,82913214","52,33890065",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINDEF - Ministerio de Defensa,,7,quien/MINDEF.jpg,ADM CTRAL MINDEF - Administración Central del Ministerio de Defensa,,quien/adm_ctral.svg,EMGA - Estado Mayor General de la Armada,,quien/EMGA.jpg,COADIESTARA - Comando de Adiestramiento y Alistamiento Naval,,quien/COADIESTARA.jpg,Programa 24 - Sostenimiento Operacional,,,12,"4,98496","16,249727","14,649727","2,44072871","2,44072871","2,44072871",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINDEF - Ministerio de Defensa,,7,quien/MINDEF.jpg,ADM CTRAL MINDEF - Administración Central del Ministerio de Defensa,,quien/adm_ctral.svg,EMGA - Estado Mayor General de la Armada,,quien/EMGA.jpg,COOP - Comando de Operaciones Navales,,quien/default.jpg,Programa 20 - Transportes Navales,,,12,"72,41490352","90,826755","102,583755","82,17594407","78,30652168","74,2787133",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINDEF - Ministerio de Defensa,,7,quien/MINDEF.jpg,ADM CTRAL MINDEF - Administración Central del Ministerio de Defensa,,quien/adm_ctral.svg,EMGA - Estado Mayor General de la Armada,,quien/EMGA.jpg,DGPN - Dirección General del Personal Naval,,quien/DGPN.jpg,Programa 18 - Formacion y Capacitacion,,,12,"1187,88157788","1358,364079","1376,825226","1348,78631851","1348,69582589","1300,09604074",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
